mean_systole,sd_systole,mean_diastole,sd_diastole,mean_n_systole,sd_n_systole,mean_n_diastole,sd_n_diastole
13.149429766614379,4.969426061241961,14.10835399863178,4.953811111979878,915.5294117647059,255.3076863431306,923.7058823529412,283.01319861136386
